date,item_code,item_name,category,unit,stock_on_hand,daily_demand,receipts,lead_time_days,safety_stock
2026-07-15,RM-011,Coffee Beans,Raw Material,kg,647.07,23.61,0.0,9,4
2026-07-16,RM-011,Coffee Beans,Raw Material,kg,626.1,20.97,0.0,9,4
2026-07-17,RM-011,Coffee Beans,Raw Material,kg,603.74,22.37,0.0,9,4
2026-07-18,RM-011,Coffee Beans,Raw Material,kg,586.1,17.64,0.0,9,4
2026-07-19,RM-011,Coffee Beans,Raw Material,kg,566.33,19.77,0.0,9,4
2026-07-20,RM-011,Coffee Beans,Raw Material,kg,542.62,23.71,0.0,9,4
2026-07-21,RM-011,Coffee Beans,Raw Material,kg,525.32,17.3,0.0,9,4
2026-07-22,RM-011,Coffee Beans,Raw Material,kg,503.07,22.25,0.0,9,4
2026-07-23,RM-011,Coffee Beans,Raw Material,kg,481.02,22.05,0.0,9,4
2026-07-24,RM-011,Coffee Beans,Raw Material,kg,458.0,23.03,0.0,9,4
2026-07-25,RM-011,Coffee Beans,Raw Material,kg,440.47,17.52,0.0,9,4
2026-07-26,RM-011,Coffee Beans,Raw Material,kg,423.84,16.64,0.0,9,4
2026-07-27,RM-011,Coffee Beans,Raw Material,kg,398.91,24.93,0.0,9,4
2026-07-28,RM-011,Coffee Beans,Raw Material,kg,376.61,22.29,0.0,9,4
2026-07-29,RM-011,Coffee Beans,Raw Material,kg,353.53,23.08,0.0,9,4
2026-07-30,RM-011,Coffee Beans,Raw Material,kg,327.26,26.27,0.0,9,4
2026-07-01,RM-012,Spices,Raw Material,kg,489.79,10.21,0.0,6,2
2026-07-02,RM-012,Spices,Raw Material,kg,482.15,7.64,0.0,6,2
2026-07-03,RM-012,Spices,Raw Material,kg,472.52,9.63,0.0,6,2
2026-07-04,RM-012,Spices,Raw Material,kg,461.54,10.98,0.0,6,2
2026-07-05,RM-012,Spices,Raw Material,kg,452.05,9.49,0.0,6,2
2026-07-06,RM-012,Spices,Raw Material,kg,442.41,9.64,0.0,6,2
2026-07-07,RM-012,Spices,Raw Material,kg,433.14,9.28,0.0,6,2
2026-07-08,RM-012,Spices,Raw Material,kg,421.38,11.76,0.0,6,2
2026-07-09,RM-012,Spices,Raw Material,kg,409.88,11.49,0.0,6,2
2026-07-10,RM-012,Spices,Raw Material,kg,402.05,7.83,0.0,6,2
2026-07-11,RM-012,Spices,Raw Material,kg,389.77,12.29,0.0,6,2
2026-07-12,RM-012,Spices,Raw Material,kg,380.7,9.07,0.0,6,2
2026-07-13,RM-012,Spices,Raw Material,kg,368.27,12.43,0.0,6,2
2026-07-14,RM-012,Spices,Raw Material,kg,359.84,8.42,0.0,6,2
2026-07-15,RM-012,Spices,Raw Material,kg,348.52,11.32,0.0,6,2
2026-07-16,RM-012,Spices,Raw Material,kg,339.2,9.32,0.0,6,2
2026-07-17,RM-012,Spices,Raw Material,kg,329.39,9.81,0.0,6,2
2026-07-18,RM-012,Spices,Raw Material,kg,318.33,11.06,0.0,6,2
2026-07-19,RM-012,Spices,Raw Material,kg,309.21,9.11,0.0,6,2
2026-07-20,RM-012,Spices,Raw Material,kg,298.84,10.38,0.0,6,2
2026-07-21,RM-012,Spices,Raw Material,kg,288.47,10.37,0.0,6,2
2026-07-22,RM-012,Spices,Raw Material,kg,277.04,11.43,0.0,6,2
2026-07-23,RM-012,Spices,Raw Material,kg,265.4,11.64,0.0,6,2
2026-07-24,RM-012,Spices,Raw Material,kg,253.14,12.25,0.0,6,2
2026-07-25,RM-012,Spices,Raw Material,kg,242.78,10.36,0.0,6,2
2026-07-26,RM-012,Spices,Raw Material,kg,232.29,10.49,0.0,6,2
2026-07-27,RM-012,Spices,Raw Material,kg,222.97,9.32,0.0,6,2
2026-07-28,RM-012,Spices,Raw Material,kg,213.89,9.08,0.0,6,2
2026-07-29,RM-012,Spices,Raw Material,kg,205.48,8.41,0.0,6,2
2026-07-30,RM-012,Spices,Raw Material,kg,195.75,9.73,0.0,6,2
